"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
7969,1603,"2022","10","16","2022-10-16","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Russia","Killnet","Not available",True,"Killnet","RU","Russia","Non-state-group","Hacktivist(s)"
7970,1603,"2022","10","15","2022-10-15","Attribution by receiver government / state entity","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Bulgaria","Ivan Geshev (Chief Public Prosecutor, BGR)","Not available",False,"Unknown","RU","Russia","Unknown","Not available"
7970,1603,"2022","10","15","2022-10-15","Attribution by receiver government / state entity","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Bulgaria","Prosecutor's Office","Not available",False,"Unknown","RU","Russia","Unknown","Not available"
7971,1603,"2022","10","15","2022-10-15","Attribution by receiver government / state entity","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Bulgaria","Borislav Sarafov","Not available",False,"Unknown","RU","Russia","Unknown","Not available"
7971,1603,"2022","10","15","2022-10-15","Attribution by receiver government / state entity","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Bulgaria","National Investigative Service","Not available",False,"Unknown","RU","Russia","Unknown","Not available"
8097,1823,"2022","3","4","2022-3-4","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8108,1427,"2022","5","29","2022-5-29","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Spid3r","Not available",True,"Spid3r (@YourAnonSpider)","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8116,1520,"2022","2","27","2022-2-27","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8116,1520,"2022","2","27","2022-2-27","Media-based attribution","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8119,1435,"2022","3","21","2022-3-21","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8120,1436,"2022","3","24","2022-3-24","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8121,1437,"2022","3","24","2022-3-24","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8121,1437,"2022","3","24","2022-3-24","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Black Rabbit","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8122,1440,"2022","4","1","2022-4-1","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8123,1441,"2022","4","4","2022-4-4","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8124,1443,"2022","4","19","2022-4-19","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8138,1445,"2022","4","11","2022-4-11","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8140,1508,"2022","9","23","2022-9-23","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8153,1533,"2022","4","1","2022-4-1","Attacker confirms","Attribution given, type unclear","Not available","Unknown","Anonymous","Not available",True,"NB65","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8174,1594,"2022","5","3","2022-5-3","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","v0g3lSec ‏","Not available",True,"v0g3lSec","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8178,1609,"2022","5","4","2022-5-4","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","CaucasNet","Not available",True,"CaucasNet","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8184,1631,"2022","9","23","2022-9-23","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8194,1640,"2022","5","10","2022-5-10","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8195,1641,"2022","5","11","2022-5-11","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8196,1642,"2022","5","12","2022-5-12","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Unknown","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8198,1646,"2022","5","14","2022-5-14","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8200,1785,"2022","5","13","2022-5-13","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8201,1822,"2022","5","23","2022-5-23","Attacker confirms","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Anonymous","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
8228,1881,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
8229,1883,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
8230,1885,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
8231,1888,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
8235,1894,"","","","Not available","Not available","Not available","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
8371,17,"","","","Not available","Media-based attribution","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available",True,"Unknown","CN","China","Unknown","Not available"
8371,17,"","","","Not available","Media-based attribution","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available",True,"Unknown","KR","Korea, Republic of","Unknown","Not available"
8488,1082,"2018","6","8","2018-6-8","Attribution by receiver government / state entity","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","United States","Not available","Not available",True,"MSS","CN","China","State","Not available"
